MCC,MNC,Brand,Operator,Status,Bands (MHz),References and notes,Country,Iso
505,02,Optus,Singtel Optus Pty Ltd,Operational,UMTS 900 / UMTS 2100 / LTE 700 / LTE 1800 / LTE 2100 / TD-LTE 2300 / LTE 2600 / TD-5G 2300 / 5G 3500 / 5G 28000,LTE bands 28 / 3 / 1 / 7; GSM shut down 1 August 2017,Australia,au
505,03,Vodafone,Vodafone Hutchison Australia Pty Ltd,Operational,UMTS 900 / UMTS 2100 / LTE 850 / LTE 1800 / LTE 2100 / 5G 700 / 5G 3500,LTE bands 5 / 3 / 1; GSM shut down 30 April 2018,Australia,au
505,04,,Department of Defence,Operational,Unknown,Private network,Australia,au
505,05,Ozitel,,Not operational,,Brand was taken over by Telstra.,Australia,au
505,06,3,Vodafone Hutchison Australia Pty Ltd,Not operational,UMTS 2100,Vodafone Hutchison Australia and Telstra ended their network sharing agreement on 31 August 2012. The 3TELSTRA network was shut down on this date.,Australia,au
505,07,Vodafone,Vodafone Network Pty Ltd,Unknown,Unknown,,Australia,au
505,08,One.Tel,One.Tel Limited,Not operational,GSM 900,Brand was dissolved.,Australia,au
505,09,Airnet,,Not operational,,No longer provide mobile services.,Australia,au
505,10,Norfolk Is.,Norfolk Telecom,Operational,GSM 900,,Australia,au
505,11,Telstra,Telstra Corporation Limited,Unknown,Unknown,,Australia,au
505,12,3,Vodafone Hutchison Australia Pty Ltd,Not operational,UMTS 2100,See MNC 06,Australia,au
505,13,RailCorp,"Railcorp, Transport for NSW",Operational,GSM-R 1800,For use by Sydney Trains Digital Train Radio System,Australia,au
505,14,AAPT,TPG Telecom,Operational,MVNO,Wholesale from Vodafone Hutchison Australia,Australia,au
505,15,3GIS,,Not operational,,Taken over by Vodafone.,Australia,au
505,16,VicTrack,Victorian Rail Track,Operational,GSM-R 1800,Digital Train Radio System,Australia,au
505,17,,Optus,Operational,TD-LTE 2300,Former Vivid Wireless Pty. Ltd.,Australia,au
505,18,Pactel,Pactel International Pty Ltd,Not operational,,MNC withdrawn,Australia,au
505,19,Lycamobile,Lycamobile Pty Ltd,Operational,MVNO,,Australia,au
505,20,,Ausgrid Corporation,Unknown,Unknown,,Australia,au
505,21,,Queensland Rail Limited,Unknown,GSM-R 1800,,Australia,au
505,22,,iiNet Ltd,Unknown,Unknown,,Australia,au
505,23,,Challenge Networks Pty Ltd,Operational,LTE 1800 / LTE 2100,"Private networks, primarily for mining industry",Australia,au
505,24,,Advanced Communications Technologies Pty Ltd,Unknown,Unknown,,Australia,au
505,25,,Pilbara Iron Company Services Pty Ltd,Unknown,Unknown,,Australia,au
505,26,,Dialogue Communications Pty Ltd,Unknown,Unknown,,Australia,au
505,27,,Nexium Telecommunications,Unknown,Unknown,,Australia,au
505,28,,RCOM International Pty Ltd,Unknown,Unknown,,Australia,au
505,30,,Compatel Limited,Unknown,Unknown,,Australia,au
505,31,,BHP,Unknown,Unknown,,Australia,au
505,32,,Thales Australia,Unknown,Unknown,,Australia,au
505,33,,CLX Networks Pty Ltd,Unknown,Unknown,,Australia,au
505,34,,Santos Limited,Unknown,Unknown,,Australia,au
505,35,,MessageBird Pty Ltd,Unknown,Unknown,,Australia,au
505,36,Optus,Optus Mobile Pty Ltd,Unknown,Unknown,,Australia,au
505,37,,Yancoal Australia Ltd,Unknown,Unknown,,Australia,au
505,38,Truphone,Truphone Pty Ltd,Operational,MVNO,Formerly Crazy John's,Australia,au
505,39,Telstra,Telstra Corporation Ltd.,Unknown,Unknown,,Australia,au
505,40,,CITIC Pacific Mining,Unknown,Unknown,,Australia,au
505,41,,Aqura Technologies Pty,Unknown,Unknown,Former OTOC,Australia,au
505,42,GEMCO,Groote Eylandt Mining Company Pty Ltd,Unknown,Unknown,,Australia,au
505,43,,Arrow Energy Pty Ltd,Unknown,Unknown,,Australia,au
505,44,,Roy Hill Iron Ore Pty Ltd,Unknown,Unknown,,Australia,au
505,45,,Clermont Coal Operations Pty Ltd,Unknown,Unknown,,Australia,au
505,46,,AngloGold Ashanti Australia Ltd,Unknown,Unknown,,Australia,au
505,47,,Woodside Energy Limited,Unknown,Unknown,,Australia,au
505,48,,Titan ICT Pty Ltd,Unknown,Unknown,,Australia,au
505,49,,Field Solutions Group Pty Ltd,Unknown,Unknown,,Australia,au
505,50,,Pivotel Group Pty Ltd,Operational,Satellite,,Australia,au
505,51,,Fortescue Metals Group,Unknown,Unknown,,Australia,au
505,52,,OptiTel Australia,Operational,LTE 1800 / LTE 2100 / 5G 1800 / 5G 2100,"Research, development, and operation; Northern Territory",Australia,au
505,53,,Shell Australia Pty Ltd,Unknown,Unknown,,Australia,au
505,54,,Nokia Solutions and Networks Australia Pty Ltd,Unknown,Unknown,,Australia,au
505,61,CommTel NS,Commtel Network Solutions Pty Ltd,Implement / Design,LTE 1800 / LTE 2100,,Australia,au
505,62,NBN,National Broadband Network Co.,Operational,TD-LTE 2300 / TD-LTE 3500,LTE band 40 / 42,Australia,au
505,68,NBN,National Broadband Network Co.,Operational,TD-LTE 2300 / TD-LTE 3500,LTE band 40 / 42,Australia,au
505,71,Telstra,Telstra Corporation Limited,Operational,Unknown,,Australia,au
505,72,Telstra,Telstra Corporation Limited,Operational,Unknown,,Australia,au
505,88,,Pivotel Group Pty Ltd,Operational,Satellite, Former Localstar Holding Pty. Ltd.,Australia,au
505,90,Optus,Singtel Optus Proprietary Ltd,Operational,Unknown,,Australia,au
505,99,One.Tel,One.Tel,Not operational,GSM 1800,Brand was dissolved. Rail operators purchased 1800 spectrum.,Australia,au
528,01,TelBru,Telekom Brunei Berhad,Unknown,Unknown,Former Jabatan Telekom Brunei,Brunei Darussalam,bn
528,02,PCSB,Progresif Cellular Sdn Bhd,Operational,UMTS 2100,Former B-Mobile,Brunei Darussalam,bn
528,03,UNN,Unified National Networks Sdn Bhd,Unknown,Unknown,,Brunei Darussalam,bn
528,11,DST,Data Stream Technology Sdn Bhd,Operational,GSM 900 / UMTS 2100 / LTE 1800,,Brunei Darussalam,bn
548,01,Vodafone,Telecom Cook Islands,Operational,GSM 900 / UMTS 900 / LTE 700 / LTE 1800,Former Bluesky; LTE bands 20 / 3,Cook Islands,ck
514,01,Telkomcel,PT Telekomunikasi Indonesia International,Operational,GSM 900 / GSM 1800 / UMTS 850 / LTE,,Timor-Leste,tp
514,02,TT,Timor Telecom,Operational,GSM 900 / UMTS / LTE 1800,,Timor-Leste,tp
514,03,Telemor,Viettel Timor-Leste,Operational,GSM 900 / GSM 1800 / UMTS / LTE 1800,,Timor-Leste,tp
542,01,Vodafone,Vodafone Fiji,Operational,GSM 900 / UMTS 2100 / LTE 1800,,Fiji,fj
542,02,Digicel,Digicel Fiji,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 700 / LTE 1800 / WiMAX,,Fiji,fj
542,03,TFL,Telecom Fiji Ltd,Operational,CDMA2000 850 / LTE 700,LTE band 28,Fiji,fj
547,05,Ora,VITI,Operational,WiMAX / LTE 800 / LTE 2600,,French Polynesia,pf
547,10,,Mara Telecom,Not operational,GSM 900,Bankrupt in 2013,French Polynesia,pf
547,15,Vodafone,Pacific Mobile Telecom,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 2100,,French Polynesia,pf
547,20,Vini,Onati S.A.S.,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 2600,,French Polynesia,pf
510,00,PSN,PT Pasifik Satelit Nusantara,Operational,Satellite,,Indonesia,id
510,01,Indosat Ooredoo Hutchison,PT Indosat Tbk,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 900 / LTE 1800 / 5G 1800,Former PT Satelindo ,Indonesia,id
510,03,StarOne,PT Indosat Tbk,Not operational,CDMA 800,Shut down on 30 June 2015,Indonesia,id
510,07,TelkomFlexi,PT Telkom Indonesia Tbk,Not operational,CDMA 800,Network shut down end of 2015,Indonesia,id
510,08,AXIS,PT Natrindo Telepon Seluler,Not operational,GSM 1800 / UMTS 2100,"Merged with XL (MNC 11), MNC 08 no longer used",Indonesia,id
510,09,Smartfren,PT Smartfren Telecom,Operational,LTE 850 / TD-LTE 2300," CDMA 1900 shut down December 2016, CDMA 850 shut down November 2017",Indonesia,id
510,10,Telkomsel,PT Telekomunikasi Selular,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 900 / LTE 1800 / TD-LTE 2300 / 5G 2300,,Indonesia,id
510,11,XL,PT XL Axiata Tbk,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / 5G 1800 / 5G 2100,,Indonesia,id
510,20,TELKOMMobile,PT Telkom Indonesia Tbk,Not operational,GSM 1800,Merged with Telkomsel,Indonesia,id
510,21,IM3,PT Indosat Tbk,Not operational,GSM 1800,"Merged with Indosat (MNC 01), MNC 21 no longer used",Indonesia,id
510,27,Net 1,PT Net Satu Indonesia,Not operational,LTE 450,"Former Ceria, Sampoerna Telekomunikasi; CDMA 450 shut down 2017; license revoked on 30 November 2021",Indonesia,id
510,28,Fren/Hepi,PT Mobile-8 Telecom,Operational,LTE 850 / TD-LTE 2300,"Merged with SMART (MNC 09), CDMA 850 shut down November 2017",Indonesia,id
510,78,Hinet,PT Berca Hardayaperkasa,Operational,TD-LTE 2300,"Denpasar, Pekanbaru and Makassar",Indonesia,id
510,88,BOLT! 4G LTE,PT Internux,Not operational,TD-LTE 2300,Shut down on 28 December 2018,Indonesia,id
510,89,3,PT Hutchison 3 Indonesia,Operational,GSM 1800 / UMTS 2100 / LTE 1800,Merged with Indosat (MNC 01),Indonesia,id
510,99,Esia,PT Bakrie Telecom,Not Operational,CDMA 800,Merged with Smartfren (MNC 09),Indonesia,id
545,01,Kiribati - ATH,Amalgamated Telecom Holdings Kiribati Limited,Operational,UMTS 900 / LTE 1800,Former Telecom Services Kiribati Ltd (TSKL),Kiribati,ki
545,02,,OceanLink,Unknown,Unknown,,Kiribati,ki
545,09,Kiribati - Frigate Net,Amalgamated Telecom Holdings Kiribati Limited,Operational,GSM 900,,Kiribati,ki
502,01,ATUR 450,Telekom Malaysia Bhd,Not operational,CDMA2000 450,,Malaysia,my
502,10,,"Maxis, DiGi, Celcom, XOX",Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800 / LTE 2600, Former Celcom,Malaysia,my
502,11,TM Homeline,Telekom Malaysia Bhd,Operational,CDMA2000 850 / LTE 850,,Malaysia,my
502,12,Maxis,Maxis Communications Berhad,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800 / LTE 2600,Used by MVNO Kartu As; LTE 2600 in co-operation with REDtone,Malaysia,my
502,13,Celcom,Celcom Axiata Berhad,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800 / LTE 2600,"Former Emartel, TMTouch; LTE 2600 in co-operation with Altel",Malaysia,my
502,14,,Telekom Malaysia Berhad for PSTN SMS,Unknown,,,Malaysia,my
502,150,Tune Talk,Tune Talk Sdn Bhd,Operational,MVNO,uses Celcom,Malaysia,my
502,151,SalamFone,Baraka Telecom Sdn Bhd,Not operational,MVNO," (MVNO)-MAXIS, previously using DiGi; MNC withdrawn",Malaysia,my
502,152,Yes,YTL Communications Sdn Bhd,Operational,TD-LTE 2300 / TD-LTE 2600,WiMAX shut down 2019,Malaysia,my
502,153,unifi,Webe Digital Sdn Bhd,Operational,WiMAX 2300 / LTE 850 / TD-LTE 2300,Former Packet One Networks; subsidiary of Telekom Malaysia,Malaysia,my
502,154,Tron,Talk Focus Sdn Bhd,Operational,MVNO, Uses Digi,Malaysia,my
502,155,Clixster,Clixster Mobile Sdn Bhd,Not operational,MVNO,Uses Digi; MNC withdrawn,Malaysia,my
502,156,Altel,Altel Communications Sdn Bhd,Operational,MVNO,Using Celcom; LTE 2600 band licensed to Celcom,Malaysia,my
502,157,Telin,Telekomunikasi Indonesia International (M) Sdn Bhd,Operational,MVNO, Uses U Mobile,Malaysia,my
502,16,DiGi,DiGi Telecommunications,Operational,GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2600,LTE 2600 coverage limited to certain areas in the Klang Valley at the moment; former Mutiara Telecom,Malaysia,my
502,17,Maxis,Maxis Communications Berhad,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2600,"Former TimeCel, Adam017",Malaysia,my
502,18,U Mobile,U Mobile Sdn Bhd,Operational,UMTS 900 / UMTS 2100 / LTE 1800 / LTE 2600,"Domestic Roaming with Maxis, also for GSM Former Mobikom",Malaysia,my
502,19,Celcom,Celcom Axiata Berhad,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2600,,Malaysia,my
502,20,Electcoms,Electcoms Berhad,Not operational,DMR,MNC withdrawn,Malaysia,my
551,01,,Marshall Islands National Telecommunications Authority (MINTA),Operational,GSM 900 / GSM 1800 / LTE 700,,Marshall Islands,mh
550,01,,FSMTC,Operational,GSM 900 / LTE 1800,,Micronesia,fm
536,02,Digicel,Digicel (Nauru) Corporation,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,Also uses MCC 542 MNC 02 (Fiji),Nauru,nr
546,01,Mobilis,OPT New Caledonia,Operational,GSM 900 / UMTS 900 / LTE 800 / LTE 1800 / LTE 2600,,New Caledonia,nc
530,00,Telecom,Telecom New Zealand,Not operational,AMPS 800 / TDMA 800,Shut down on 31 March 2007,New Zealand,nz
530,01,Vodafone,Vodafone New Zealand,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 700 / LTE 1800 / LTE 2100 / LTE 2600 / 5G 3500,,New Zealand,nz
530,02,Telecom,Telecom New Zealand,Not operational,CDMA2000 800,Shut down on 31 July 2012,New Zealand,nz
530,03,Woosh,Woosh Wireless,Not operational,UMTS-TDD 2000,Wireless broadband only,New Zealand,nz
530,04,TelstraClear,TelstraClear New Zealand,Not operational,UMTS 2100,,New Zealand,nz
530,05,Spark,Spark New Zealand,Operational,UMTS 850 / UMTS 2100 / LTE 700 / LTE 1800 / TD-LTE 2300 / LTE 2600 / 5G 2600 / 5G 3500,Formerly Telecom New Zealand,New Zealand,nz
530,06,,FX Networks,Unknown,Unknown,,New Zealand,nz
530,07,,Bluereach Limited,Unknown,Unknown,,New Zealand,nz
530,24,2degrees,2degrees,Operational,UMTS 900 / UMTS 2100 / LTE 700 / LTE 900 / LTE 1800 / LTE 2100 / 5G 3500,GSM shut down on 15 March 2018,New Zealand,nz
555,01,Telecom Niue,Telecom Niue,Operational,GSM 900 / LTE 700,,Niue,nu
505,10,Norfolk Telecom,Norfolk Telecom,Operational,GSM 900 / LTE 1800,,Australia,au
552,01,PNCC,Palau National Communications Corp.,Operational,GSM 900 / UMTS 900 / LTE 700,,Palau (Republic of),pw
552,02,PT Waves,Palau Equipment Company Inc.,Operational,GSM 900,,Palau (Republic of),pw
552,80,Palau Mobile,Palau Mobile Corporation,Not operational,GSM 1800,Service shutdown in 2014,Palau (Republic of),pw
552,99,PMCI,Palau Mobile Communications Inc.,Operational,LTE,,Palau (Republic of),pw
537,01,bmobile,Bemobile Limited,Operational,GSM 900 / UMTS 900,,Papua New Guinea,pg
537,02,citifon,Telikom PNG Ltd.,Operational,CDMA2000 450 / LTE 700,Formerly Greencom; LTE band 28,Papua New Guinea,pg
537,03,Digicel,Digicel PNG,Operational,GSM 900 / UMTS 900 / LTE 700,LTE band 28,Papua New Guinea,pg
537,04,,Digitec Communication Ltd.,Unknown,Unknown,,Papua New Guinea,pg
515,01,Islacom,Globe Telecom via Innove Communications,Not operational,GSM 900,,Philippines,ph
515,02,Globe,Globe Telecom,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 700 / LTE 1800 / TD-LTE 2300 / TD-LTE 2500 / 5G 3500,,Philippines,ph
515,03,SMART,PLDT via Smart Communications,Operational,GSM 900 / GSM 1800 / UMTS 850 / UMTS 2100 / LTE 700 / LTE 850 / LTE 1800 / LTE 2100 / TD-LTE 2300 / TD-LTE 2500 / 5G 3500,Formerly PilTel,Philippines,ph
515,05,Sun Cellular,Digital Telecommunications Philippines,Operational,GSM 1800 / UMTS 2100,Uses SMART for LTE roaming,Philippines,ph
515,11,,PLDT via ACeS Philippines,Unknown,Unknown,,Philippines,ph
515,18,Cure,PLDT via Smart's Connectivity Unlimited Resources Enterprise,Not operational,GSM 900 / UMTS 2100,"Formerly ümobile, then Red Mobile; shut down 2012",Philippines,ph
515,24,ABS-CBN Mobile,ABS-CBN Convergence with Globe Telecom,Operational,MVNO,,Philippines,ph
515,66,DITO,Dito Telecommunity Corp.,Operational,LTE 700 / LTE 2100 / TD-LTE 2500 / 5G 3500,,Philippines,ph
515,88,,Next Mobile Inc.,Operational,iDEN,Former Nextel Philippines,Philippines,ph
549,00,Digicel,Digicel Pacific Ltd.,Unknown,Unknown,,Samoa,ws
549,01,Digicel,Digicel Pacific Ltd.,Operational,GSM 900 / UMTS 2100 / LTE 1800,Former Telecom Samoa Cellular Ltd.,Samoa,ws
549,27,Vodafone,Vodafone Samoa Ltd.,Operational,GSM 900 / LTE 700 / LTE 1800,"Former Samoatel Ltd., Bluesky Samoa ",Samoa,ws
525,01,SingTel,Singapore Telecom,Operational,UMTS 900 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2600 / 5G 2100 / 5G 3500 / 5G 28000, GSM shut down on 1 April 2017,Singapore,sg
525,02,SingTel-G18,Singapore Telecom,Not operational,GSM 1800, GSM shut down on 1 April 2017,Singapore,sg
525,03,M1,M1 Limited,Operational,UMTS 900 / UMTS 2100 / LTE 1800 / LTE 2600 / 5G 2100 / 5G 3500, GSM shut down on 1 April 2017,Singapore,sg
525,05,StarHub,StarHub Mobile,Operational,UMTS 900 / UMTS 2100 / LTE 1800 / LTE 2100 / LTE 2600 / TD-LTE 2500 / 5G 2100 / 5G 3500, GSM shut down on 1 April 2017,Singapore,sg
525,06,StarHub,StarHub Mobile,Unknown,Unknown,,Singapore,sg
525,07,SingTel,Singapore Telecom,Unknown,Unknown,,Singapore,sg
525,08,StarHub,StarHub Mobile,Unknown,Unknown,,Singapore,sg
525,09,Circles.Life,Liberty Wireless Pte Ltd,Operational,MVNO,,Singapore,sg
525,10,,TPG Telecom Pte Ltd,Operational,LTE 900 / TD-LTE 2300 / TD-LTE 2500,,Singapore,sg
525,11,M1,M1 Limited,Unknown,Unknown,,Singapore,sg
525,12,Grid,GRID Communications Pte Ltd.,Operational,iDEN 800,Digital Trunked Radio Network,Singapore,sg
540,01,BREEZE,Our Telekom,Operational,GSM 900 / UMTS 850 / UMTS 2100 / LTE 700 / LTE 1800,Former Solomon Telekom Co Ltd,Solomon Islands,sb
540,02,BeMobile,BMobile (SI) Ltd,Operational,GSM 900 / GSM 1800 / UMTS 2100,,Solomon Islands,sb
520,00,TrueMove H / my by NT,National Telecom Public Company Limited,Operational,UMTS 850,"Former Hutch Thailand, CAT Telecom; inbound roaming for TrueMove H",Thailand,th
520,01,AIS,Advanced Info Service,Operational,GSM 900,UMTS 900 shut down in 2013,Thailand,th
520,02,CAT CDMA,CAT Telecom,Not operational,CDMA 800,Shut down in April 2013; frequency re-farmed for UMTS 850 network 520-00,Thailand,th
520,03,AIS,Advanced Wireless Network Company Ltd.,Operational,UMTS 2100 / LTE 700 / LTE 900 / LTE 1800 / LTE 2100 / 5G 700 / 5G 2500,,Thailand,th
520,04,TrueMove H,True Move H Universal Communication Company Ltd.,Operational,UMTS 2100 / LTE 700 / LTE 900 / LTE 1800 / LTE 2100 / 5G 700 / 5G 2500,UMTS roaming with network 520-00,Thailand,th
520,05,dtac,DTAC TriNet Company Ltd.,Operational,UMTS 900 / UMTS 2100 / LTE 700 / LTE 1800 / LTE 2100 / 5G 700, LTE 2300 roaming with 520-47,Thailand,th
520,09,,Royal Thai Police,Operational,LTE 850,LTE band 26,Thailand,th
520,15,AIS-T / NT Mobile,National Telecom Public Company Limited,Operational,UMTS 2100 / LTE 2100,"Former Thaimobile 1900, ACT Mobile, TOT Public Company Limited; used for NT Mobile, AIS-T and MVNO",Thailand,th
520,17,NT Mobile,National Telecom Public Company Limited,Operational,TD-LTE 2300,Former TOT Public Company Limited; LTE band 40; for NT Mobile and MVNO except dtac-T uses 520-47,Thailand,th
520,18,dtac,Total Access Communications Public Company Ltd.,Operational,GSM 1800,,Thailand,th
520,20,ACeS,ACeS,Unknown,Satellite,,Thailand,th
520,23,AIS GSM 1800,Digital Phone Company Ltd.,Not operational,GSM 1800,Owned by AIS; network shut down in October 2019,Thailand,th
520,25,WE PCT,True Corporation,Not operational,PHS 1900,In Bangkok area,Thailand,th
520,47,dtac-T,National Telecom Public Company Limited,Operational,TD-LTE 2300,Former TOT Public Company Limited; LTE band 40; for dtac Only ,Thailand,th
520,99,TrueMove,True Corporation,Operational,GSM 1800,,Thailand,th
554,01,,Teletok,Operational,LTE 700,,Tokelau,tk
539,01,U-Call,Tonga Communications Corporation,Operational,GSM 900 / UMTS 900 / LTE,,Tonga,to
539,43,,Shoreline Communication,Operational,Unknown,,Tonga,to
539,88,Digicel,Digicel (Tonga) Limited,Operational,GSM 900 / LTE 700 / LTE 1800,Former TonFon; LTE bands 28 / 3,Tonga,to
553,01,TTC,Tuvalu Telecom,Operational,UMTS 900 / LTE 850,GSM shutdown in 2015,Tuvalu,tv
541,00,AIL,ACeS International (AIL),Operational,GSM 900,,Vanuatu,vu
541,01,SMILE,Telecom Vanuatu Ltd,Operational,GSM 900 / LTE 700,LTE band 28,Vanuatu,vu
541,05,Digicel,Digicel Vanuatu Ltd,Operational,GSM 900 / UMTS 900 / LTE 700,LTE band 28,Vanuatu,vu
541,07,WanTok,WanTok Vanuatu Ltd,Operational,TD-LTE 2300,LTE band 40,Vanuatu,vu
543,01,Manuia,Service des Postes et Télécommunications des Îles Wallis et Futuna (SPT),Operational,UMTS 900 / LTE,,Wallis and Futuna,wf
603,01,Mobilis,Algérie Télécom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Algeria,dz
603,02,Djezzy,Optimum Telecom Algérie Spa,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,Former Orascom Telecom,Algeria,dz
603,03,Ooredoo,Wataniya Telecom Algérie,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800, Former Nedjma,Algeria,dz
603,07,AT,Algérie Télécom,Operational,CDMA 1900,Wireless Local Loop,Algeria,dz
603,09,AT,Algérie Télécom,Operational,LTE,Fixed Wireless Broadband,Algeria,dz
603,21,ANESRIF,Anesrif,Ongoing,GSM-R,,Algeria,dz
631,02,UNITEL,UNITEL S.a.r.l.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Angola,ao
631,04,MOVICEL,MOVICEL Telecommunications S.A.,Operational,GSM 900 / GSM 1800 / UMTS 900 / LTE 1800,CDMA shut down March 2016,Angola,ao
631,05,,Africell,Not operational,Unknown, Network to launch by end of 2021,Angola,ao
616,01,Libercom,Benin Telecoms Mobile,Operational,GSM 900 / GSM 1800 / LTE 1800 / CDMA / WiMAX,"Brands are Libercom (GSM), be.Telecoms (LTE), Kanakoo (CDMA / WiMAX)",Benin,bj
616,02,Moov,Telecel Benin,Operational,GSM 900 / UMTS 2100,EtiSalat / Atlantique Telecom / Moov ,Benin,bj
616,03,MTN,Spacetel Benin,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800,"Former BeninCell, Areeba ",Benin,bj
616,04,BBCOM,Bell Benin Communications,Operational,GSM 900 / GSM 1800,,Benin,bj
616,05,Glo,Glo Communication Benin,Not operational,GSM 900 / GSM 1800,Licence revoked in 2017,Benin,bj
652,01,Mascom,Mascom Wireless (Pty) Limited,Operational,GSM 900 / UMTS 2100 / LTE 1800,,Botswana,bw
652,02,Orange,Orange (Botswana) Pty Limited,Operational,GSM 900 / UMTS 2100 / LTE 1800 / LTE 2100 / TD-LTE,formerly Vista Cellular,Botswana,bw
652,04,beMobile,Botswana Telecommunications Corporation,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,,Botswana,bw
613,01,Telmob,Onatel,Operational,GSM 900 / UMTS 2100 / LTE 1800,,Burkina Faso,bf
613,02,Orange,Orange Burkina Faso,Operational,GSM 900 / UMTS 2100 / LTE 1800,"Previously Zain/Celtel, Airtel",Burkina Faso,bf
613,03,Telecel Faso,Telecel Faso SA,Operational,GSM 900 / LTE 1800,,Burkina Faso,bf
642,01,econet Leo,Econet Wireless Burundi PLC,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,Former Spacetel,Burundi,bi
642,02,Tempo,VTEL MEA,Not operational,GSM 900,Former Safaris; not related to Africell; suspended in 2015; MNC withdrawn,Burundi,bi
642,03,Onatel,Onatel,Operational,GSM 900,,Burundi,bi
642,07,Smart Mobile,LACELL SU,Operational,GSM 1800 / UMTS 2100,,Burundi,bi
642,08,Lumitel,Viettel Burundi,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800,Formerly HiTs Telecom,Burundi,bi
642,82,econet Leo,Econet Wireless Burundi PLC,Operational,GSM 900 / GSM 1800 / UMTS 2100,"Formerly Telecel, then U-COM Burundi",Burundi,bi
624,01,MTN Cameroon,Mobile Telephone Network Cameroon Ltd,Operational,GSM 900 / UMTS 2100 / TD-LTE 2500,,Cameroon,cm
624,02,Orange,Orange Cameroun S.A.,Operational,GSM 900 / UMTS 2100 / LTE 1800,,Cameroon,cm
624,03,Camtel,Camtel,Operational,CDMA / LTE 1800,,Cameroon,cm
624,04,Nexttel,Viettel Cameroun,Operational,GSM 900 / GSM 1800 / UMTS 2100,,Cameroon,cm
625,01,CVMOVEL,"CVMóvel, S.A.",Operational,GSM 900 / UMTS 2100 / LTE 800,,Cape Verde,cv
625,02,T+,"UNITEL T+ TELECOMUNICACÕES, S.A.",Operational,GSM 1800 / UMTS 2100,,Cape Verde,cv
623,01,Moov,Atlantique Telecom Centrafrique SA,Operational,GSM 900,"Former Centrafrique Telecom Plus, Etisalat",Central African Rep.,cf
623,02,TC,Telecel Centrafrique,Operational,GSM 900 / UMTS 2100,,Central African Rep.,cf
623,03,Orange,Orange RCA,Operational,GSM 900 / GSM 1800 / UMTS 2100 / WiMAX,,Central African Rep.,cf
623,04,Azur,Azur RCA,Operational,GSM 900 / UMTS 2100,Former Nationlink Telecom RCA,Central African Rep.,cf
622,01,Airtel,Bharti Airtel SA,Operational,GSM 900 / UMTS 900 / UMTS 2100 / LTE 1800,,Chad,td
622,02,Tawali,SotelTchad,Operational,CDMA2000,semi-fixed line; formerly Tchad Mobile / Orascom Telecom GSM 900 - defunct in 2004,Chad,td
622,03,Tigo,Millicom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2600,,Chad,td
622,07,Salam,SotelTchad,Operational,GSM 900 / GSM 1800,,Chad,td
654,01,HURI,Comores Telecom,Operational,GSM 900 / UMTS 900,,Comoros,km
654,02,TELCO SA,Telecom Malagasy (Telma),Operational,GSM 900 / UMTS 900 / LTE 800,,Comoros,km
629,01,Airtel,Celtel Congo,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 2600,Former Zain and Celtel brand ,"Congo, Republic",cg
629,07,Airtel,Warid Telecom,Operational,GSM 900,Acquired by Airtel in 2014,"Congo, Republic",cg
629,10,Libertis Telecom,MTN CONGO S.A,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2600,,"Congo, Republic",cg
630,01,Vodacom,Vodacom Congo RDC sprl,Operational,GSM 900 / GSM 1800 / UMTS 2100 / TD-LTE 3500 / WiMAX 3500,,"Congo, Dem. Rep.",cd
630,02,Airtel,Airtel sprl,Operational,GSM 900 / UMTS 2100 / LTE 1800,,"Congo, Dem. Rep.",cd
